date,city,category,cpi
2019-02-01,Hyderabad,Health,130.63
2019-03-01,Hyderabad,Health,131.66
2019-04-01,Hyderabad,Health,132.4
2019-05-01,Hyderabad,Health,133.06
2019-06-01,Hyderabad,Health,133.47
2019-07-01,Hyderabad,Health,134.26
2019-08-01,Hyderabad,Health,135.29
2019-09-01,Hyderabad,Health,135.93
2019-10-01,Hyderabad,Health,136.69
2019-11-01,Hyderabad,Health,137.89
2019-12-01,Hyderabad,Health,138.86
2020-01-01,Hyderabad,Health,139.68
2020-02-01,Hyderabad,Health,140.31
2020-03-01,Hyderabad,Health,140.82
2020-04-01,Hyderabad,Health,141.77
2020-05-01,Hyderabad,Health,142.44
2020-06-01,Hyderabad,Health,142.66
2020-07-01,Hyderabad,Health,143.51
2020-08-01,Hyderabad,Health,143.76
2020-09-01,Hyderabad,Health,144.91
2020-10-01,Hyderabad,Health,146.22
2020-11-01,Hyderabad,Health,147.13
2020-12-01,Hyderabad,Health,148.68
2021-01-01,Hyderabad,Health,148.84
2021-02-01,Hyderabad,Health,149.1
2021-03-01,Hyderabad,Health,149.97
2021-04-01,Hyderabad,Health,150.85
2021-05-01,Hyderabad,Health,152.53
2021-06-01,Hyderabad,Health,153.69
2021-07-01,Hyderabad,Health,154.1
2021-08-01,Hyderabad,Health,153.9
2021-09-01,Hyderabad,Health,154.54
2021-10-01,Hyderabad,Health,155.81
2021-11-01,Hyderabad,Health,156.69
2021-12-01,Hyderabad,Health,157.98
2022-01-01,Hyderabad,Health,158.31
2022-02-01,Hyderabad,Health,159.23
2022-03-01,Hyderabad,Health,159.88
2022-04-01,Hyderabad,Health,161.0
2022-05-01,Hyderabad,Health,161.84
2022-06-01,Hyderabad,Health,163.24
2022-07-01,Hyderabad,Health,164.42
2022-08-01,Hyderabad,Health,165.52
2022-09-01,Hyderabad,Health,166.49
2022-10-01,Hyderabad,Health,168.27
2022-11-01,Hyderabad,Health,169.62
2022-12-01,Hyderabad,Health,171.33
2023-01-01,Hyderabad,Health,172.05
2023-02-01,Hyderabad,Health,173.35
2023-03-01,Hyderabad,Health,174.09
2023-04-01,Hyderabad,Health,175.1
2023-05-01,Hyderabad,Health,176.47
2023-06-01,Hyderabad,Health,177.05
2023-07-01,Hyderabad,Health,177.66
2023-08-01,Hyderabad,Health,178.57
2023-09-01,Hyderabad,Health,179.13
2023-10-01,Hyderabad,Health,180.3
2023-11-01,Hyderabad,Health,181.21
2023-12-01,Hyderabad,Health,182.28
2024-01-01,Hyderabad,Health,183.38
2024-02-01,Hyderabad,Health,184.31
2024-03-01,Hyderabad,Health,185.25
2024-04-01,Hyderabad,Health,187.31
2024-05-01,Hyderabad,Health,189.35
2024-06-01,Hyderabad,Health,189.38
2024-07-01,Hyderabad,Health,190.06
2024-08-01,Hyderabad,Health,191.8
2024-09-01,Hyderabad,Health,192.85
2024-10-01,Hyderabad,Health,195.17
2024-11-01,Hyderabad,Health,196.36
2024-12-01,Hyderabad,Health,197.55
2025-01-01,Hyderabad,Health,198.42
2025-02-01,Hyderabad,Health,199.97
2025-03-01,Hyderabad,Health,201.42
2025-04-01,Hyderabad,Health,203.66
2025-05-01,Hyderabad,Health,204.62
2025-06-01,Hyderabad,Health,205.12
2025-07-01,Hyderabad,Health,206.37
2025-08-01,Hyderabad,Health,207.24
2025-09-01,Hyderabad,Health,208.4
2025-10-01,Hyderabad,Health,210.25
2025-11-01,Hyderabad,Health,211.98
2025-12-01,Hyderabad,Health,214.21
2015-01-01,Hyderabad,Housing,100.0
2015-02-01,Hyderabad,Housing,100.7
2015-03-01,Hyderabad,Housing,101.54
2015-04-01,Hyderabad,Housing,102.49
2015-05-01,Hyderabad,Housing,103.06
2015-06-01,Hyderabad,Housing,103.15
2015-07-01,Hyderabad,Housing,103.16
2015-08-01,Hyderabad,Housing,104.07
2015-09-01,Hyderabad,Housing,104.54
2015-10-01,Hyderabad,Housing,105.14
2015-11-01,Hyderabad,Housing,105.95
2015-12-01,Hyderabad,Housing,106.32
2016-01-01,Hyderabad,Housing,106.9
2016-02-01,Hyderabad,Housing,107.33
2016-03-01,Hyderabad,Housing,107.9
2016-04-01,Hyderabad,Housing,108.82
2016-05-01,Hyderabad,Housing,109.77
2016-06-01,Hyderabad,Housing,110.94
2016-07-01,Hyderabad,Housing,111.85
2016-08-01,Hyderabad,Housing,112.29
2016-09-01,Hyderabad,Housing,112.97
2016-10-01,Hyderabad,Housing,113.54
2016-11-01,Hyderabad,Housing,113.89
2016-12-01,Hyderabad,Housing,114.1
2017-01-01,Hyderabad,Housing,114.65
2017-02-01,Hyderabad,Housing,115.72
2017-03-01,Hyderabad,Housing,116.4
2017-04-01,Hyderabad,Housing,117.2
2017-05-01,Hyderabad,Housing,118.48
2017-06-01,Hyderabad,Housing,119.46
2017-07-01,Hyderabad,Housing,120.25
2017-08-01,Hyderabad,Housing,121.28
2017-09-01,Hyderabad,Housing,122.17
2017-10-01,Hyderabad,Housing,123.19
2017-11-01,Hyderabad,Housing,123.73
2017-12-01,Hyderabad,Housing,124.95
2018-01-01,Hyderabad,Housing,125.3
2018-02-01,Hyderabad,Housing,126.03
2018-03-01,Hyderabad,Housing,127.12
2018-04-01,Hyderabad,Housing,127.99
2018-05-01,Hyderabad,Housing,128.61
2018-06-01,Hyderabad,Housing,129.56
2018-07-01,Hyderabad,Housing,130.18
2018-08-01,Hyderabad,Housing,130.58
2018-09-01,Hyderabad,Housing,130.96
2018-10-01,Hyderabad,Housing,131.47
2018-11-01,Hyderabad,Housing,132.38
2018-12-01,Hyderabad,Housing,133.14
2019-01-01,Hyderabad,Housing,134.37
2019-02-01,Hyderabad,Housing,135.26
2019-03-01,Hyderabad,Housing,135.93
2019-04-01,Hyderabad,Housing,136.46
2019-05-01,Hyderabad,Housing,137.31
2019-06-01,Hyderabad,Housing,138.03
2019-07-01,Hyderabad,Housing,138.4
2019-08-01,Hyderabad,Housing,139.43
2019-09-01,Hyderabad,Housing,140.36
2019-10-01,Hyderabad,Housing,141.75
2019-11-01,Hyderabad,Housing,143.15
2019-12-01,Hyderabad,Housing,144.49
2020-01-01,Hyderabad,Housing,146.01
2020-02-01,Hyderabad,Housing,147.2
2020-03-01,Hyderabad,Housing,147.62
2020-04-01,Hyderabad,Housing,148.38
2020-05-01,Hyderabad,Housing,149.35
2020-06-01,Hyderabad,Housing,150.07
2020-07-01,Hyderabad,Housing,150.66
2020-08-01,Hyderabad,Housing,151.65
2020-09-01,Hyderabad,Housing,152.45
2020-10-01,Hyderabad,Housing,153.68
2020-11-01,Hyderabad,Housing,154.83
2020-12-01,Hyderabad,Housing,155.47
2021-01-01,Hyderabad,Housing,156.11
2021-02-01,Hyderabad,Housing,157.11
2021-03-01,Hyderabad,Housing,158.12
2021-04-01,Hyderabad,Housing,158.73
2021-05-01,Hyderabad,Housing,159.26
2021-06-01,Hyderabad,Housing,160.24
2021-07-01,Hyderabad,Housing,161.13
2021-08-01,Hyderabad,Housing,161.97
2021-09-01,Hyderabad,Housing,162.49
2021-10-01,Hyderabad,Housing,163.24
2021-11-01,Hyderabad,Housing,164.09
2021-12-01,Hyderabad,Housing,164.78
2022-01-01,Hyderabad,Housing,165.76
2022-02-01,Hyderabad,Housing,166.49
2022-03-01,Hyderabad,Housing,166.5
2022-04-01,Hyderabad,Housing,166.95
2022-05-01,Hyderabad,Housing,168.06
2022-06-01,Hyderabad,Housing,169.2
2022-07-01,Hyderabad,Housing,170.52
2022-08-01,Hyderabad,Housing,171.72
2022-09-01,Hyderabad,Housing,172.63
2022-10-01,Hyderabad,Housing,173.13
2022-11-01,Hyderabad,Housing,174.09
2022-12-01,Hyderabad,Housing,175.04
2023-01-01,Hyderabad,Housing,175.28
2023-02-01,Hyderabad,Housing,175.43
2023-03-01,Hyderabad,Housing,176.0
2023-04-01,Hyderabad,Housing,177.43
2023-05-01,Hyderabad,Housing,178.41
2023-06-01,Hyderabad,Housing,179.87
2023-07-01,Hyderabad,Housing,181.11
2023-08-01,Hyderabad,Housing,182.73
2023-09-01,Hyderabad,Housing,184.6
2023-10-01,Hyderabad,Housing,185.68
2023-11-01,Hyderabad,Housing,186.07
2023-12-01,Hyderabad,Housing,186.66
2024-01-01,Hyderabad,Housing,187.42
2024-02-01,Hyderabad,Housing,188.39
2024-03-01,Hyderabad,Housing,189.73
2024-04-01,Hyderabad,Housing,190.65
2024-05-01,Hyderabad,Housing,192.19
2024-06-01,Hyderabad,Housing,193.21
2024-07-01,Hyderabad,Housing,194.21
2024-08-01,Hyderabad,Housing,195.14
2024-09-01,Hyderabad,Housing,195.89
2024-10-01,Hyderabad,Housing,196.89
2024-11-01,Hyderabad,Housing,198.75
2024-12-01,Hyderabad,Housing,200.42
2025-01-01,Hyderabad,Housing,202.25
2025-02-01,Hyderabad,Housing,204.49
2025-03-01,Hyderabad,Housing,205.49
2025-04-01,Hyderabad,Housing,207.14
2025-05-01,Hyderabad,Housing,209.31
2025-06-01,Hyderabad,Housing,210.82
2025-07-01,Hyderabad,Housing,211.64
2025-08-01,Hyderabad,Housing,212.84
2025-09-01,Hyderabad,Housing,214.37
2025-10-01,Hyderabad,Housing,216.43
2025-11-01,Hyderabad,Housing,217.78
2025-12-01,Hyderabad,Housing,219.2
2015-01-01,Hyderabad,Miscellaneous,100.0
2015-02-01,Hyderabad,Miscellaneous,100.55
2015-03-01,Hyderabad,Miscellaneous,101.39
2015-04-01,Hyderabad,Miscellaneous,101.7
2015-05-01,Hyderabad,Miscellaneous,102.05
2015-06-01,Hyderabad,Miscellaneous,102.33
2015-07-01,Hyderabad,Miscellaneous,102.4
2015-08-01,Hyderabad,Miscellaneous,102.56
2015-09-01,Hyderabad,Miscellaneous,102.7
2015-10-01,Hyderabad,Miscellaneous,103.2
2015-11-01,Hyderabad,Miscellaneous,103.93
2015-12-01,Hyderabad,Miscellaneous,104.14
2016-01-01,Hyderabad,Miscellaneous,105.06
2016-02-01,Hyderabad,Miscellaneous,105.44
2016-03-01,Hyderabad,Miscellaneous,106.22
2016-04-01,Hyderabad,Miscellaneous,107.07
2016-05-01,Hyderabad,Miscellaneous,107.08
2016-06-01,Hyderabad,Miscellaneous,107.08
2016-07-01,Hyderabad,Miscellaneous,106.87
2016-08-01,Hyderabad,Miscellaneous,107.38
2016-09-01,Hyderabad,Miscellaneous,107.54
2016-10-01,Hyderabad,Miscellaneous,108.17
2016-11-01,Hyderabad,Miscellaneous,108.84
2016-12-01,Hyderabad,Miscellaneous,109.39
2017-01-01,Hyderabad,Miscellaneous,110.39
2017-02-01,Hyderabad,Miscellaneous,111.85
2017-03-01,Hyderabad,Miscellaneous,112.27
2017-04-01,Hyderabad,Miscellaneous,112.65
2017-05-01,Hyderabad,Miscellaneous,112.81
2017-06-01,Hyderabad,Miscellaneous,113.32
2017-07-01,Hyderabad,Miscellaneous,113.16
2017-08-01,Hyderabad,Miscellaneous,113.39
2017-09-01,Hyderabad,Miscellaneous,113.27
2017-10-01,Hyderabad,Miscellaneous,113.86
2017-11-01,Hyderabad,Miscellaneous,114.26
2017-12-01,Hyderabad,Miscellaneous,114.56
2018-01-01,Hyderabad,Miscellaneous,114.29
2018-02-01,Hyderabad,Miscellaneous,114.44
2018-03-01,Hyderabad,Miscellaneous,115.26
2018-04-01,Hyderabad,Miscellaneous,115.94
2018-05-01,Hyderabad,Miscellaneous,116.89
2018-06-01,Hyderabad,Miscellaneous,117.85
2018-07-01,Hyderabad,Miscellaneous,118.46
2018-08-01,Hyderabad,Miscellaneous,118.55
2018-09-01,Hyderabad,Miscellaneous,118.56
2018-10-01,Hyderabad,Miscellaneous,119.33
2018-11-01,Hyderabad,Miscellaneous,119.79
2018-12-01,Hyderabad,Miscellaneous,119.42
2019-01-01,Hyderabad,Miscellaneous,120.11
2019-02-01,Hyderabad,Miscellaneous,120.31
2019-03-01,Hyderabad,Miscellaneous,120.37
2019-04-01,Hyderabad,Miscellaneous,120.81
2019-05-01,Hyderabad,Miscellaneous,121.54
2019-06-01,Hyderabad,Miscellaneous,121.94
2019-07-01,Hyderabad,Miscellaneous,122.31
2019-08-01,Hyderabad,Miscellaneous,123.36
2019-09-01,Hyderabad,Miscellaneous,124.43
2019-10-01,Hyderabad,Miscellaneous,124.81
2019-11-01,Hyderabad,Miscellaneous,126.06
2019-12-01,Hyderabad,Miscellaneous,126.23
2020-01-01,Hyderabad,Miscellaneous,126.06
2020-02-01,Hyderabad,Miscellaneous,125.49
2020-03-01,Hyderabad,Miscellaneous,124.69
2020-04-01,Hyderabad,Miscellaneous,125.74
2020-05-01,Hyderabad,Miscellaneous,127.34
2020-06-01,Hyderabad,Miscellaneous,128.02
2020-07-01,Hyderabad,Miscellaneous,128.55
2020-08-01,Hyderabad,Miscellaneous,129.08
2020-09-01,Hyderabad,Miscellaneous,129.99
2020-10-01,Hyderabad,Miscellaneous,130.19
2020-11-01,Hyderabad,Miscellaneous,130.42
2020-12-01,Hyderabad,Miscellaneous,131.54
2021-01-01,Hyderabad,Miscellaneous,131.98
2021-02-01,Hyderabad,Miscellaneous,133.19
2021-03-01,Hyderabad,Miscellaneous,134.27
2021-04-01,Hyderabad,Miscellaneous,134.55
2021-05-01,Hyderabad,Miscellaneous,135.14
2021-06-01,Hyderabad,Miscellaneous,135.6
2021-07-01,Hyderabad,Miscellaneous,136.95
2021-08-01,Hyderabad,Miscellaneous,137.12
2021-09-01,Hyderabad,Miscellaneous,137.68
2021-10-01,Hyderabad,Miscellaneous,138.68
2021-11-01,Hyderabad,Miscellaneous,139.36
2021-12-01,Hyderabad,Miscellaneous,140.83
2022-01-01,Hyderabad,Miscellaneous,141.96
2022-02-01,Hyderabad,Miscellaneous,143.48
2022-03-01,Hyderabad,Miscellaneous,144.12
2022-04-01,Hyderabad,Miscellaneous,144.38
2022-05-01,Hyderabad,Miscellaneous,145.46
2022-06-01,Hyderabad,Miscellaneous,146.2
2022-07-01,Hyderabad,Miscellaneous,147.56
2022-08-01,Hyderabad,Miscellaneous,146.58
2022-09-01,Hyderabad,Miscellaneous,145.72
2022-10-01,Hyderabad,Miscellaneous,145.8
2022-11-01,Hyderabad,Miscellaneous,146.26
2022-12-01,Hyderabad,Miscellaneous,147.15
2023-01-01,Hyderabad,Miscellaneous,147.69
2023-02-01,Hyderabad,Miscellaneous,149.4
2023-03-01,Hyderabad,Miscellaneous,150.77
2023-04-01,Hyderabad,Miscellaneous,150.75
2023-05-01,Hyderabad,Miscellaneous,151.55
2023-06-01,Hyderabad,Miscellaneous,152.79
2023-07-01,Hyderabad,Miscellaneous,153.47
2023-08-01,Hyderabad,Miscellaneous,154.1
2023-09-01,Hyderabad,Miscellaneous,155.12
2023-10-01,Hyderabad,Miscellaneous,156.07
2023-11-01,Hyderabad,Miscellaneous,157.07
2023-12-01,Hyderabad,Miscellaneous,157.94
2024-01-01,Hyderabad,Miscellaneous,160.46
2024-02-01,Hyderabad,Miscellaneous,161.35
2024-03-01,Hyderabad,Miscellaneous,162.06
2024-04-01,Hyderabad,Miscellaneous,162.89
2024-05-01,Hyderabad,Miscellaneous,163.08
2024-06-01,Hyderabad,Miscellaneous,163.4
2024-07-01,Hyderabad,Miscellaneous,163.63
2024-08-01,Hyderabad,Miscellaneous,163.57
2024-09-01,Hyderabad,Miscellaneous,164.63
2024-10-01,Hyderabad,Miscellaneous,165.24
2024-11-01,Hyderabad,Miscellaneous,166.83
2024-12-01,Hyderabad,Miscellaneous,167.71
2025-01-01,Hyderabad,Miscellaneous,168.58
2025-02-01,Hyderabad,Miscellaneous,168.63
2025-03-01,Hyderabad,Miscellaneous,169.26
2025-04-01,Hyderabad,Miscellaneous,169.84
2025-05-01,Hyderabad,Miscellaneous,171.25
2025-06-01,Hyderabad,Miscellaneous,171.71
2025-07-01,Hyderabad,Miscellaneous,173.02
2025-08-01,Hyderabad,Miscellaneous,174.01
2025-09-01,Hyderabad,Miscellaneous,175.79
2025-10-01,Hyderabad,Miscellaneous,176.88
2025-11-01,Hyderabad,Miscellaneous,177.09
2025-12-01,Hyderabad,Miscellaneous,177.84
2015-01-01,Hyderabad,Transport and Communication,100.0
2015-02-01,Hyderabad,Transport and Communication,99.84
2015-03-01,Hyderabad,Transport and Communication,100.24
2015-04-01,Hyderabad,Transport and Communication,101.52
2015-05-01,Hyderabad,Transport and Communication,103.09
2015-06-01,Hyderabad,Transport and Communication,103.84
2015-07-01,Hyderabad,Transport and Communication,104.49
2015-08-01,Hyderabad,Transport and Communication,105.21
2015-09-01,Hyderabad,Transport and Communication,105.49
2015-10-01,Hyderabad,Transport and Communication,104.9
2015-11-01,Hyderabad,Transport and Communication,105.84
2015-12-01,Hyderabad,Transport and Communication,106.28
2016-01-01,Hyderabad,Transport and Communication,106.68
2016-02-01,Hyderabad,Transport and Communication,108.32
2016-03-01,Hyderabad,Transport and Communication,109.21
2016-04-01,Hyderabad,Transport and Communication,109.86
2016-05-01,Hyderabad,Transport and Communication,109.1
2016-06-01,Hyderabad,Transport and Communication,109.34
2016-07-01,Hyderabad,Transport and Communication,109.72
2016-08-01,Hyderabad,Transport and Communication,111.08
2016-09-01,Hyderabad,Transport and Communication,110.96
2016-10-01,Hyderabad,Transport and Communication,111.75
2016-11-01,Hyderabad,Transport and Communication,111.66
2016-12-01,Hyderabad,Transport and Communication,112.28
2017-01-01,Hyderabad,Transport and Communication,112.35
2017-02-01,Hyderabad,Transport and Communication,111.78
2017-03-01,Hyderabad,Transport and Communication,112.66
2017-04-01,Hyderabad,Transport and Communication,113.82
2017-05-01,Hyderabad,Transport and Communication,115.35
2017-06-01,Hyderabad,Transport and Communication,116.93
2017-07-01,Hyderabad,Transport and Communication,118.06
2017-08-01,Hyderabad,Transport and Communication,119.4
2017-09-01,Hyderabad,Transport and Communication,118.75
2017-10-01,Hyderabad,Transport and Communication,119.66
2017-11-01,Hyderabad,Transport and Communication,120.63
2017-12-01,Hyderabad,Transport and Communication,121.08
2018-01-01,Hyderabad,Transport and Communication,120.79
2018-02-01,Hyderabad,Transport and Communication,121.72
2018-03-01,Hyderabad,Transport and Communication,122.61
2018-04-01,Hyderabad,Transport and Communication,123.19
2018-05-01,Hyderabad,Transport and Communication,122.59
2018-06-01,Hyderabad,Transport and Communication,123.23
2018-07-01,Hyderabad,Transport and Communication,123.15
2018-08-01,Hyderabad,Transport and Communication,122.0
2018-09-01,Hyderabad,Transport and Communication,122.08
2018-10-01,Hyderabad,Transport and Communication,122.49
2018-11-01,Hyderabad,Transport and Communication,123.79
2018-12-01,Hyderabad,Transport and Communication,124.43
2019-01-01,Hyderabad,Transport and Communication,124.14
2019-02-01,Hyderabad,Transport and Communication,124.36
2019-03-01,Hyderabad,Transport and Communication,125.5
2019-04-01,Hyderabad,Transport and Communication,126.73
2019-05-01,Hyderabad,Transport and Communication,128.07
2019-06-01,Hyderabad,Transport and Communication,128.36
2019-07-01,Hyderabad,Transport and Communication,129.28
2019-08-01,Hyderabad,Transport and Communication,129.1
2019-09-01,Hyderabad,Transport and Communication,129.31
2019-10-01,Hyderabad,Transport and Communication,131.16
2019-11-01,Hyderabad,Transport and Communication,132.54
2019-12-01,Hyderabad,Transport and Communication,132.17
2020-01-01,Hyderabad,Transport and Communication,131.99
2020-02-01,Hyderabad,Transport and Communication,133.13
2020-03-01,Hyderabad,Transport and Communication,134.07
2020-04-01,Hyderabad,Transport and Communication,134.46
2020-05-01,Hyderabad,Transport and Communication,135.42
2020-06-01,Hyderabad,Transport and Communication,136.05
2020-07-01,Hyderabad,Transport and Communication,136.97
2020-08-01,Hyderabad,Transport and Communication,137.96
2020-09-01,Hyderabad,Transport and Communication,138.69
2020-10-01,Hyderabad,Transport and Communication,139.72
2020-11-01,Hyderabad,Transport and Communication,139.09
2020-12-01,Hyderabad,Transport and Communication,139.08
2021-01-01,Hyderabad,Transport and Communication,138.59
2021-02-01,Hyderabad,Transport and Communication,138.24
2021-03-01,Hyderabad,Transport and Communication,138.04
2021-04-01,Hyderabad,Transport and Communication,139.34
2021-05-01,Hyderabad,Transport and Communication,139.53
2021-06-01,Hyderabad,Transport and Communication,139.67
2021-07-01,Hyderabad,Transport and Communication,141.29
2021-08-01,Hyderabad,Transport and Communication,142.96
2021-09-01,Hyderabad,Transport and Communication,144.23
2021-10-01,Hyderabad,Transport and Communication,146.49
2021-11-01,Hyderabad,Transport and Communication,148.54
2021-12-01,Hyderabad,Transport and Communication,149.09
2022-01-01,Hyderabad,Transport and Communication,149.07
2022-02-01,Hyderabad,Transport and Communication,149.21
2022-03-01,Hyderabad,Transport and Communication,148.97
2022-04-01,Hyderabad,Transport and Communication,148.87
2022-05-01,Hyderabad,Transport and Communication,148.51
2022-06-01,Hyderabad,Transport and Communication,147.98
2022-07-01,Hyderabad,Transport and Communication,148.33
2022-08-01,Hyderabad,Transport and Communication,149.12
2022-09-01,Hyderabad,Transport and Communication,149.67
2022-10-01,Hyderabad,Transport and Communication,150.83
2022-11-01,Hyderabad,Transport and Communication,151.0
2022-12-01,Hyderabad,Transport and Communication,151.2
2023-01-01,Hyderabad,Transport and Communication,152.13
2023-02-01,Hyderabad,Transport and Communication,153.61
2023-03-01,Hyderabad,Transport and Communication,154.67
2023-04-01,Hyderabad,Transport and Communication,154.69
2023-05-01,Hyderabad,Transport and Communication,155.45
2023-06-01,Hyderabad,Transport and Communication,155.25
2023-07-01,Hyderabad,Transport and Communication,156.86
2023-08-01,Hyderabad,Transport and Communication,158.37
2023-09-01,Hyderabad,Transport and Communication,159.22
2023-10-01,Hyderabad,Transport and Communication,160.04
2023-11-01,Hyderabad,Transport and Communication,160.31
2023-12-01,Hyderabad,Transport and Communication,160.6
2024-01-01,Hyderabad,Transport and Communication,160.06
2024-02-01,Hyderabad,Transport and Communication,160.26
2024-03-01,Hyderabad,Transport and Communication,161.54
2024-04-01,Hyderabad,Transport and Communication,162.0
2024-05-01,Hyderabad,Transport and Communication,162.44
2024-06-01,Hyderabad,Transport and Communication,164.61
2024-07-01,Hyderabad,Transport and Communication,164.5
2024-08-01,Hyderabad,Transport and Communication,165.16
2024-09-01,Hyderabad,Transport and Communication,166.23
2024-10-01,Hyderabad,Transport and Communication,167.12
2024-11-01,Hyderabad,Transport and Communication,168.69
2024-12-01,Hyderabad,Transport and Communication,169.56
2025-01-01,Hyderabad,Transport and Communication,170.15
2025-02-01,Hyderabad,Transport and Communication,171.15
2025-03-01,Hyderabad,Transport and Communication,171.84
2025-04-01,Hyderabad,Transport and Communication,171.32
2025-05-01,Hyderabad,Transport and Communication,171.82
2025-06-01,Hyderabad,Transport and Communication,173.73
2025-07-01,Hyderabad,Transport and Communication,173.18
2025-08-01,Hyderabad,Transport and Communication,173.0
2025-09-01,Hyderabad,Transport and Communication,173.84
2025-10-01,Hyderabad,Transport and Communication,174.59
2025-11-01,Hyderabad,Transport and Communication,175.54
2025-12-01,Hyderabad,Transport and Communication,176.55
2015-01-01,Kolkata,Clothing and Footwear,100.0
2015-02-01,Kolkata,Clothing and Footwear,100.06
2015-03-01,Kolkata,Clothing and Footwear,99.99
2015-04-01,Kolkata,Clothing and Footwear,100.25
2015-05-01,Kolkata,Clothing and Footwear,100.86
2015-06-01,Kolkata,Clothing and Footwear,101.21
2015-07-01,Kolkata,Clothing and Footwear,101.71
2015-08-01,Kolkata,Clothing and Footwear,102.37
2015-09-01,Kolkata,Clothing and Footwear,102.89
2015-10-01,Kolkata,Clothing and Footwear,103.23
2015-11-01,Kolkata,Clothing and Footwear,103.67
2015-12-01,Kolkata,Clothing and Footwear,104.32
2016-01-01,Kolkata,Clothing and Footwear,104.99
2016-02-01,Kolkata,Clothing and Footwear,105.72
2016-03-01,Kolkata,Clothing and Footwear,106.66
2016-04-01,Kolkata,Clothing and Footwear,107.49
2016-05-01,Kolkata,Clothing and Footwear,107.7
2016-06-01,Kolkata,Clothing and Footwear,108.17
2016-07-01,Kolkata,Clothing and Footwear,108.84
2016-08-01,Kolkata,Clothing and Footwear,109.12
2016-09-01,Kolkata,Clothing and Footwear,109.17
2016-10-01,Kolkata,Clothing and Footwear,109.43
2016-11-01,Kolkata,Clothing and Footwear,109.24
2016-12-01,Kolkata,Clothing and Footwear,110.22
2017-01-01,Kolkata,Clothing and Footwear,110.46
2017-02-01,Kolkata,Clothing and Footwear,110.88
2017-03-01,Kolkata,Clothing and Footwear,111.91
2017-04-01,Kolkata,Clothing and Footwear,112.86
2017-05-01,Kolkata,Clothing and Footwear,113.77
2017-06-01,Kolkata,Clothing and Footwear,113.4
2017-07-01,Kolkata,Clothing and Footwear,114.05
2017-08-01,Kolkata,Clothing and Footwear,114.73
2017-09-01,Kolkata,Clothing and Footwear,115.85
2017-10-01,Kolkata,Clothing and Footwear,116.01
2017-11-01,Kolkata,Clothing and Footwear,116.51
2017-12-01,Kolkata,Clothing and Footwear,117.44
2018-01-01,Kolkata,Clothing and Footwear,118.29
2018-02-01,Kolkata,Clothing and Footwear,118.7
2018-03-01,Kolkata,Clothing and Footwear,119.01
2018-04-01,Kolkata,Clothing and Footwear,119.1
2018-05-01,Kolkata,Clothing and Footwear,119.53
2018-06-01,Kolkata,Clothing and Footwear,120.16
2018-07-01,Kolkata,Clothing and Footwear,120.47
2018-08-01,Kolkata,Clothing and Footwear,121.26
2018-09-01,Kolkata,Clothing and Footwear,121.91
2018-10-01,Kolkata,Clothing and Footwear,122.78
2018-11-01,Kolkata,Clothing and Footwear,124.22
2018-12-01,Kolkata,Clothing and Footwear,125.17
2019-01-01,Kolkata,Clothing and Footwear,125.76
2019-02-01,Kolkata,Clothing and Footwear,125.4
2019-03-01,Kolkata,Clothing and Footwear,125.84
2019-04-01,Kolkata,Clothing and Footwear,126.35
2019-05-01,Kolkata,Clothing and Footwear,126.94
2019-06-01,Kolkata,Clothing and Footwear,127.87
2019-07-01,Kolkata,Clothing and Footwear,128.73
2019-08-01,Kolkata,Clothing and Footwear,128.98
2019-09-01,Kolkata,Clothing and Footwear,129.47
2019-10-01,Kolkata,Clothing and Footwear,129.73
2019-11-01,Kolkata,Clothing and Footwear,130.86
2019-12-01,Kolkata,Clothing and Footwear,131.78
2020-01-01,Kolkata,Clothing and Footwear,132.29
2020-02-01,Kolkata,Clothing and Footwear,132.63
2020-03-01,Kolkata,Clothing and Footwear,133.04
2020-04-01,Kolkata,Clothing and Footwear,134.03
2020-05-01,Kolkata,Clothing and Footwear,134.47
2020-06-01,Kolkata,Clothing and Footwear,134.38
2020-07-01,Kolkata,Clothing and Footwear,135.31
2020-08-01,Kolkata,Clothing and Footwear,135.71
2020-09-01,Kolkata,Clothing and Footwear,135.54
2020-10-01,Kolkata,Clothing and Footwear,136.16
2020-11-01,Kolkata,Clothing and Footwear,136.04
2020-12-01,Kolkata,Clothing and Footwear,136.63
2021-01-01,Kolkata,Clothing and Footwear,137.03
2021-02-01,Kolkata,Clothing and Footwear,137.68
2021-03-01,Kolkata,Clothing and Footwear,137.96
2021-04-01,Kolkata,Clothing and Footwear,137.7
2021-05-01,Kolkata,Clothing and Footwear,138.5
2021-06-01,Kolkata,Clothing and Footwear,139.62
2021-07-01,Kolkata,Clothing and Footwear,140.16
2021-08-01,Kolkata,Clothing and Footwear,141.16
2021-09-01,Kolkata,Clothing and Footwear,141.07
2021-10-01,Kolkata,Clothing and Footwear,141.69
2021-11-01,Kolkata,Clothing and Footwear,142.66
2021-12-01,Kolkata,Clothing and Footwear,142.82
2022-01-01,Kolkata,Clothing and Footwear,143.2
2022-02-01,Kolkata,Clothing and Footwear,144.0
2022-03-01,Kolkata,Clothing and Footwear,144.96
2022-04-01,Kolkata,Clothing and Footwear,145.63
2022-05-01,Kolkata,Clothing and Footwear,146.23
2022-06-01,Kolkata,Clothing and Footwear,146.67
2022-07-01,Kolkata,Clothing and Footwear,147.02
